AmId	HHKey	CustNum
3566	15422	184476
3567	8736	184494
3568	21969	184546
3570	18511	184574
3572	24216	184589
3573	5738	184596
3574	8141	184618
3575	8924	184635
3576	1463	184638
3577	10383	184645
3578	21226	184693
3579	7596	184700
3580	8284	184721
3581	20100	184737
3582	4716	184777
3583	18242	184819
3584	662	184821
3585	7605	184828
3586	805	184854
3587	1157	184894
3588	16597	184898
3589	10831	184899
3590	23606	18491
3591	17753	184935
3592	7939	184948
3593	2352	18495
3594	10417	184950
3595	11617	184967
3596	3226	184984
3597	12362	185016
3598	23744	185029
3599	13201	185034
3600	14014	185047
3601	19118	185058
3602	3110	185065
3603	24369	185068
3604	874	185074
3605	67	185089
3606	11730	185097
3607	13657	18511
3608	16906	185114
3612	8696	185134
3613	15398	18514
3614	21178	185144
3617	20098	185195
3618	13482	185206
3620	13470	185242
3621	7367	185252
3622	441	185274
3623	13197	185281
3625	23662	185298
3626	21746	185310
3627	10784	185323
3628	3340	185326
3629	1267	185335
3630	15596	185354
3631	14315	185358
3632	22812	185370
3633	13166	185382
3634	18974	185423
3635	21204	185434
3636	15492	185436
3637	13550	185454
3638	13535	185458
3639	6687	185467
3640	15962	185527
3641	2766	185528
3642	2955	185537
3643	7424	185546
3644	5019	185560
3645	5441	185595
3646	4986	18564
3647	23220	185641
3648	8487	18565
3649	2482	185651
3650	21736	185668
3651	6093	185678
3652	22397	185685
3653	19541	185686
3654	10291	185688
3655	415	185696
3656	6760	185722
3657	20314	185734
3660	12512	185755
3661	17022	185764
3662	12169	185778
3663	5797	185788
3667	6993	185814
3669	21097	185840
3670	8611	185853
3671	2335	185864
3672	19383	185872
3673	20958	185889
3674	7144	185913
3675	6046	185915
3676	10532	185924
3677	8406	185948
3678	4107	185949
3679	7784	185951
3680	1586	185956
3681	13529	185961
3682	22383	185964
3683	12184	185977
3684	26	185980
3686	10879	186017
3687	15764	186018
3688	22773	186021
3689	4979	186023
3690	17471	186047
3691	6408	186059
3692	9263	186064
3693	23173	186069
3694	17967	186096
3695	3361	186118
3696	8364	186134
3697	21681	186156
3698	9076	186161
3699	7977	186171
3700	7024	186182
3701	16680	186193
3702	17921	186201
3703	1054	186204
3704	12700	186207
3705	7970	186272
3706	19917	186313
3708	5892	186329
3709	5588	186350
3710	23058	186351
3711	5044	186360
3712	7722	186361
3713	17734	186370
3714	15477	186381
3715	8295	186391
3716	135	186406
3717	6228	186414
3718	11841	186416
3719	5	186432
3720	12964	186444
3721	12772	186471
3722	15453	186475
3723	20679	186482
3724	2996	186518
3725	11152	186524
3726	11587	186529
3727	13755	186530
3728	8302	186541
3729	8729	186554
3730	10880	18656
3731	15423	186627
3732	2602	186649
3733	11676	186654
3734	5541	186675
3735	8096	186676
3736	24067	186679
3737	2469	186683
3739	13382	186742
3740	15208	186783
3741	23455	186787
3743	4511	18679
3744	21627	186820
3745	2194	186830
3746	13252	186831
3747	21231	186836
3748	24259	186842
3749	16065	186858
3750	11469	186872
3752	1325	186886
3753	14950	186897
3754	22443	186912
3756	23730	18696
3757	12107	186964
3758	24383	187020
3759	12113	187022
3760	2428	187024
3761	10433	187060
3762	2637	187063
3763	23786	187068
3764	5414	187110
3765	17009	187112
3766	16220	187126
3767	17263	187186
3768	19144	187210
3769	20057	187216
3770	13878	187241
3771	3472	187258
3772	15787	187263
3773	12294	187276
3774	24158	187281
3775	22062	187299
3776	7694	187332
3777	14149	187351
3778	5117	187355
3779	9868	187380
3780	15451	187409
3782	3086	187424
3784	448	187472
3785	1929	187489
3786	14934	187502
3787	19510	187533
3789	14891	187542
3790	11060	187551
3791	13672	187552
3792	5465	187553
3793	1118	187563
3795	7300	187594
3796	19552	187635
3797	9662	187684
3798	6831	187710
3799	17893	187716
3802	5046	187734
3803	14891	187736
3804	21916	187789
3805	8576	187803
3806	4301	187804
3807	8576	187806
3808	8576	187807
3809	22277	187837
3810	11616	187852
3811	9619	187858
3812	24021	187864
3813	7960	187879
3814	22259	187888
3815	16169	187914
3816	3226	187919
3817	19368	187939
3818	11488	187946
3819	18580	187951
3820	16215	187964
3821	17596	187979
3822	4699	188043
3823	17740	188053
3824	14877	188060
3825	13725	188062
3826	11458	188075
3827	10105	188090
3829	22036	188105
3830	7948	188113
3831	6419	188132
3833	7350	188161
3834	5803	188165
3835	4040	188190
3836	10655	18820
3837	12942	188203
3838	6464	188207
3839	9230	188230
3840	3624	188268
3841	12869	188290
3843	4019	188321
3846	16861	188424
3848	20879	188426
3849	20879	188427
3850	18758	188432
3851	18449	188461
3852	19088	188483
3853	4513	188510
3854	6826	188525
3855	4618	188533
3856	14473	188570
3857	13646	188572
3858	5521	188579
3859	20217	188581
3860	18873	188592
3861	23304	188609
3862	22783	188621
3863	23261	188665
3864	3101	188689
3866	12970	188717
3867	6745	18874
3868	14815	188742
3869	5038	188752
3870	8132	188768
3871	13712	188773
3872	19150	188774
3873	4711	188825
3874	3782	188839
3875	20622	188842
3876	23827	18886
3877	7213	188863
3878	9008	188890
3879	19795	188896
3880	3278	188913
3881	473	188921
3883	2653	188935
3885	13182	188990
3886	23325	189008
3887	4924	189040
3888	22031	189049
3889	1255	189052
3890	21302	189060
3892	9665	189108
3893	3532	189109
3894	19143	189116
3895	21738	189145
3897	5088	189163
3898	23626	189172
3899	11906	189195
3900	15477	189206
3901	24032	189212
3902	17522	189219
3903	4547	189228
3904	5638	189246
3905	23062	189255
3906	2251	189270
3907	17218	189283
3908	1554	189290
3909	11800	189298
3910	17344	189318
3911	15351	189327
3912	24007	189346
3913	14172	189351
3914	11301	189370
3915	21600	189384
3917	20278	189416
3920	21727	189531
3921	16509	189534
3922	7917	189553
3923	7994	189559
3924	9715	189573
3925	12535	189621
3926	3753	189703
3928	20472	189724
3929	4877	189725
3931	4938	189744
3932	23799	189746
3933	8766	189749
3934	11099	189761
3935	21736	189777
3936	21529	189790
3938	18840	189820
3939	17571	189825
3940	17571	189826
3941	10653	189836
3942	6345	189853
3944	11387	189872
3945	16611	189906
3946	5481	189910
3947	6991	189913
3948	24003	189922
3949	15208	189942
3950	3720	189964
3952	4444	189987
3953	964	190003
3954	19542	190015
3955	3402	190016
3956	900	190021
3957	19056	190034
3958	21117	190035
3959	9161	190041
3960	16188	190072
3961	2557	190091
3963	18116	190126
3964	12370	190135
3965	2421	190139
3966	14499	190141
3968	14298	190166
3969	14298	190167
3971	13399	190201
3972	3154	190212
3973	18122	190218
3974	23024	190231
3975	19808	190248
3977	15364	190314
3978	9460	190349
3979	7126	190350
3980	3478	19037
3981	23786	190387
3982	3632	190391
3983	14500	190437
3984	12055	190443
3985	12015	190450
3986	13976	190452
3987	9724	190460
3988	12801	190462
3989	12738	190467
3990	3618	190477
3991	17212	190479
3992	11366	190480
3993	870	190489
3994	202	190490
3996	4066	190495
3997	14968	190498
3998	12436	190499
3999	1193	190500
4001	24378	190518
4002	7140	190521
4003	24081	190527
4004	3708	190528
4005	18741	190542
4006	23273	190548
4007	9400	190553
4009	8561	190577
4010	23083	190581
4011	19139	190587
4012	2607	190594
4013	5293	190626
4014	7760	190637
4015	22358	190648
4016	23265	190654
4017	3089	190660
4018	11275	190687
4019	15211	190727
4020	8493	190733
4021	15480	190761
4022	6836	190785
4023	8138	19080
4024	17256	190809
4025	21270	190811
4026	5224	190813
4027	10914	190825
4029	14444	190844
4030	6201	190855
4031	19327	190862
4032	9039	190869
4034	1869	190882
4036	16193	190916
4037	6330	190918
4038	8713	190925
4039	4762	19094
4040	17061	190943
4041	3070	190974
4042	2705	190989
4043	14085	191005
4045	4752	191038
4046	21208	191054
4047	5660	191084
4048	9362	191088
4049	14942	191089
4050	24292	191116
4051	21668	191136
4052	13360	191137
4053	8650	191149
4054	9512	191152
4055	12500	191153
4056	4385	191156
4057	1055	191161
4058	22546	191162
4059	19889	191169
4060	12357	191209
4061	6862	191229
4062	2462	191240
4063	7582	191265
4064	1716	191281
4065	11001	191303
4066	9322	191313
4067	3874	191329
4068	11312	191343
4069	6993	191370
4070	16037	191375
4071	2009	191379
4072	2197	191382
4073	11919	191389
4074	15628	191396
4075	8489	191398
4077	9871	191434
4078	4315	191446
4079	23017	19145
4080	9297	191470
4081	17985	191495
4082	730	191509
4083	1947	191512
4084	7155	191515
4085	15920	191548
4086	10608	191564
4087	18453	191613
4088	6953	191619
4089	16618	191629
4090	5926	191635
4091	14442	191667
4093	3243	191695
4094	14792	191718
4095	14963	191752
4096	17503	191760
4097	20245	191784
4098	22589	191788
4099	9859	191806
4100	1324	191807
4102	19640	191844
4103	6056	191864
4104	24008	191897
4105	18957	191901
4106	22199	191902
4107	2319	191904
4108	8968	191912
4109	3871	191921
4110	4985	191928
4111	20129	191942
4112	8481	191958
4113	18220	191961
4114	716	191969
4115	663	191972
4116	17676	191979
4117	17676	191980
4118	3613	191986
4119	5257	191993
4120	11638	191994
4121	21275	192014
4122	22475	192017
4124	12430	192020
4125	12430	192021
4126	24237	192049
4127	15344	19205
4128	17413	192050
4129	19114	192055
4130	928	192059
4131	20986	192068
4132	18843	192097
4133	12319	192099
4134	8626	192119
4135	9338	192130
4136	20472	192135
4137	22019	192136
4139	12004	192179
4140	22314	192182
4141	4809	192185
4142	8466	192186
4143	19802	192194
4144	13788	192205
4145	2531	192209
4146	20305	192211
4147	15283	192218
4148	14873	192230
4150	315	192249
4151	10718	192293
4152	5226	192297
4153	22696	192317
4154	16067	192340
4155	11112	192376
4156	10146	192377
4158	22993	192386
4159	23099	192393
4160	4031	192400
4161	352	192411
4163	21274	192413
4164	22742	192428
4165	334	192444
4166	20440	192449
4167	7818	192452
4168	14717	192457
4169	4674	192470
4170	3755	192492
4171	20845	192533
4172	8593	192544
4173	7743	19255
4174	1180	192554
4175	16037	192576
4176	2520	192581
4177	6635	192585
4178	16511	192589
4179	24060	192595
4180	2084	192600
4183	17894	192620
4184	16466	192623
4185	2343	192630
4186	9576	192635
4187	15957	192643
4188	13254	192652
4190	8113	192660
4191	11326	192668
4192	23806	192690
4193	4468	192710
4195	513	192728
4196	17831	192736
4197	664	192750
4198	24146	192753
4199	2807	192760
4200	8108	192761
4201	7676	192765
4202	15242	192767
4203	19905	192772
4205	6283	192784
4206	4850	192789
4207	8044	192796
4208	8681	192798
4209	21216	192808
4210	19682	192833
4212	13382	192860
4213	12196	192889
4214	22240	192895
4215	18598	192902
4216	23455	192914
4217	14452	192919
4218	3982	192927
4220	9857	192932
4221	24171	192945
4222	19694	192950
4223	22387	192951
4224	7241	192953
4225	17984	192956
4226	19833	192959
4228	21990	192980
4229	12094	192993
4230	5002	193010
4231	5697	193029
4232	11364	193031
4233	4119	193074
4234	21927	193082
4235	13029	193121
4236	7722	193129
4237	3978	193139
4238	22413	193147
4239	18631	193148
4240	9099	193149
4241	11628	193175
4242	1065	193180
4243	5415	193184
4244	2194	193223
4245	8247	193224
4246	7584	193232
4247	921	193235
4248	7139	193246
4250	1047	193254
4253	1210	193281
4255	23463	193293
4257	17483	193299
4258	6556	193305
4259	14904	193313
4260	22674	193328
4263	21094	193365
4264	4877	193370
4265	524	193376
4266	5179	193383
4267	22973	193392
4268	4189	193393
4271	3550	193414
4272	15292	193419
4273	21189	193420
4275	14705	193436
4276	5637	193441
4277	9224	193448
4278	4262	193449
4279	20283	193455
4280	8141	193460
4281	18472	193482
4282	22291	193483
4283	13747	193570
4284	8268	193581
4285	10993	193601
4286	12667	193608
4288	6393	193612
4289	19374	193620
4290	24387	193621
4292	28	193634
4294	21391	193652
4295	3423	193665
4297	24140	193679
4298	24140	193680
4299	17728	193712
4300	20066	193718
4301	16931	193775
4302	14900	193781
4303	6550	193801
4304	18569	193812
4305	4521	193835
4306	8819	193838
4307	13878	193839
4308	10369	193870
4309	17547	193877
4310	12244	193886
4311	23607	193890
4312	7019	193897
4313	24195	193911
4314	13298	193912
4315	2240	193921
4317	10708	193925
4318	18403	193933
4319	9010	193960
4320	9010	193961
4321	17827	193978
4322	18127	193996
4323	13878	194007
4324	7019	194013
4325	3045	194029
4326	18245	194047
4327	21195	194054
4328	614	194064
4329	4547	194069
4330	18561	194080
4331	17969	194082
4332	21335	194085
4333	11955	194086
4334	22305	194087
4335	9853	194112
4337	17616	194121
4338	8125	194123
4339	23415	194125
4340	816	194126
4341	5970	194131
4342	9848	194153
4343	15766	194154
4344	21297	194158
4345	18169	194166
4347	18999	194206
4348	6048	194211
4349	16796	194215
4350	23455	194249
4351	22120	194274
4352	23545	194313
4353	5501	194315
4355	24202	194420
4356	6043	194426
4357	4628	194433
4358	12443	194446
4359	4203	194448
4360	22481	194449
4361	9935	194458
4362	10789	194459
4363	7492	194466
4364	11653	194483
4365	17259	194496
4366	20999	194536
4367	15746	194540
4368	2919	194541
4369	2919	194542
4370	2919	194544
4371	7414	194546
4372	16972	194552
4373	7476	194562
4374	13038	194570
4375	2228	194586
4376	7309	194616
4377	17706	194637
4378	5185	194638
4379	23013	194655
4380	3714	194659
4381	11077	194667
4382	18519	194670
4384	6097	194688
4385	5190	194690
4386	12349	194695
4387	1616	194704
4388	1616	194705
4389	5076	194710
4390	8318	19473
4391	17424	194737
4392	6698	194742
4393	726	194743
4394	20817	194754
4395	23394	19476
4396	23875	194760
4397	17429	194771
4399	6333	194781
4401	1625	194791
4402	4519	194795
4403	12326	194809
4404	11554	194811
4405	7594	194817
4406	17887	194829
4407	6113	194833
4409	8966	194847
4410	23387	194860
4412	6790	194896
4413	1615	194906
4414	3183	194918
4415	1083	194934
4416	23774	194937
4417	23488	194958
4419	22294	194974
4420	8481	194986
4421	8481	194987
4422	19742	194989
4423	19742	194990
4424	2461	194996
4425	7240	195009
4426	19742	195019
4427	7631	195022
4428	5771	195036
4429	3399	19504
4430	17809	195059
4431	6955	195062
4433	22962	195087
4434	12196	195088
4435	13052	195109
4436	22806	195135
4438	17014	19515
4439	20477	195154
4440	3231	195167
4442	3063	195188
4443	2357	195193
4444	6219	195194
4445	6973	195203
4446	22392	195209
4447	12012	195213
4448	12365	195226
4449	19526	195229
4450	16331	195237
4451	23419	195245
4452	6690	195255
4453	12871	195257
4454	1350	195263
4455	22180	195268
4456	22664	195270
4457	23118	195278
4458	13951	195294
4459	22341	195299
4460	12114	195310
4461	8454	195316
4462	9580	195336
4463	12395	195339
4464	9648	195343
4465	17374	195350
4466	19614	195357
4467	2047	195362
4468	18312	195363
4470	5980	195379
4472	11353	195395
4473	22750	195401
4474	20456	195406
4475	16525	195411
4476	18641	195419
4477	24301	195427
4478	4593	195440
4479	11926	195445
4480	18934	195463
4481	15675	195466
4482	802	195485
4483	13925	195491
4484	1930	195508
4485	3361	195516
4486	5015	195532
4487	19997	195534
4488	12122	195536
4489	11475	195540
4490	3368	195556
4492	20953	195563
4493	18035	195567
4494	6898	195577
4495	6220	195578
4496	8521	195582
4498	6811	195592
4499	10498	195607
4500	23984	195618
4501	6240	195634
4502	9191	195663
4503	24283	195664
4504	16586	195672
4505	6125	195681
4506	23841	195692
4507	14796	195694
4508	16094	195696
4509	19355	195706
4511	5529	195716
4513	12337	195758
4514	23343	195762
4515	16257	195782
4516	14287	195788
4517	23921	195803
4518	5095	195828
4519	14933	195841
4521	21417	195867
4525	15854	195918
4527	14673	195935
4528	22793	195941
4529	22379	195943
4530	2177	19595
4531	9716	195959
4532	3197	195968
4533	13723	195974
4535	5227	195982
4536	7305	195987
4537	2794	195994
4538	19724	196019
4539	1848	196029
4540	21800	19603
4541	21014	196036
4542	5612	196048
4543	1870	196064
4544	23104	196068
4545	8059	196078
4546	15587	19608
4547	16609	196080
4548	22162	196098
4549	19151	196101
4551	17203	196121
4552	20590	196123
4553	15707	196125
4554	18104	196150
4555	6734	196160
4556	9659	196165
4557	20876	196182
4558	1920	196185
4559	9937	196189
4560	9906	196213
4561	5199	196225
4562	24394	19623
4564	10210	196242
4565	17286	196264
4566	10279	196281
4567	22493	196282
4568	23576	196303
4569	20751	196311
4570	15746	196324
4571	6795	196327
4572	786	196328
4573	3305	196344
4574	15587	196349
4575	21868	196351
4576	22560	196389
4577	6418	196417
4578	18577	196420
4579	14880	196427
4580	9648	196457
4581	12826	196460
4582	4521	196501
4583	21964	196502
4584	21434	196506
4585	11968	196521
4586	8467	196522
4587	4119	196523
4588	10306	196545
4589	23339	196555
4590	23580	196561
4591	7794	196562
4592	1461	196563
4593	3268	196572
4594	10870	196577
4595	23425	196600
4596	14215	196626
4597	19081	196631
4599	640	196650
4600	4384	196664
4601	5939	196690
4602	16115	196722
4603	14839	196753
4604	9966	196754
4605	17600	196767
4606	19877	196773
4607	9201	196776
4608	17051	196792
4609	23954	196796
4610	23796	196801
4611	19451	196802
4612	3826	196824
4613	7528	196831
4614	116	196841
4615	16956	196844
4616	20	196856
4617	20097	196858
4618	23455	196860
4619	19113	196880
4620	2560	196882
4621	6222	196885
4623	14250	196897
4624	9660	196908
4625	15742	196911
4626	15150	196940
4627	7233	196953
4628	5708	196955
4629	1566	196985
4630	15833	196991
4631	23767	196993
4632	45	196995
4633	21192	197011
4634	21433	197022
4635	16184	197023
4636	22786	197031
4637	23455	197042
4638	7168	197045
4639	21489	197061
4640	2414	197069
4641	18270	197076
4642	23540	197079
4643	9317	197080
4644	1030	197086
4645	1838	197088
4646	9929	197102
4647	6317	197137
4648	10332	19715
4649	20157	197161
4650	2543	197162
4651	20347	197164
4652	12286	197165
4653	18266	197228
4654	22559	197229
4655	10236	197233
4656	20239	197237
4657	19589	19724
4659	21273	197249
4660	17881	197285
4661	20817	19730
4662	9374	197302
4663	24118	197311
4664	10311	197318
4665	21815	197336
4666	12099	197339
4667	9211	197347
4668	513	197361
4669	17336	197364
4671	23092	197373
4672	21827	197376
4673	15504	197380
4674	12104	197388
4675	7883	197391
4676	5342	197413
4677	11729	197421
4678	4643	197429
4679	11187	197430
4680	1342	197437
4681	7412	197453
4682	9884	197463
4684	3443	197469
4685	6470	197478
4686	4313	197479
4687	1465	197482
4688	22643	197504
4689	8464	197514
4690	10996	197516
4691	3787	197517
4692	20836	197522
4693	828	197525
4694	17949	197530
4695	18921	197534
4696	20872	197540
4697	4580	197543
4698	4427	197557
4699	13158	197563
4700	23848	197565
4701	8603	197566
4702	3812	197579
4703	12791	197582
4704	19142	197590
4705	2424	197594
4706	3183	197598
4707	14402	197609
4708	6224	197617
4709	8981	197626
4710	20602	197628
4711	6321	197632
4712	9123	197638
4713	24066	197647
4714	14598	197650
4715	18088	197678
4716	8051	197688
4717	15366	197703
4718	3790	197715
4719	15744	197724
4722	9711	197746
4723	1930	197748
4724	4458	197749
4725	23550	197787
4726	19142	197788
4727	10221	197791
4728	580	197808
4731	20711	197828
4732	8696	19783
4733	4104	197839
4734	18600	197846
4735	2403	197850
4736	1266	197868
4737	19721	197870
4738	10753	197872
4739	8908	197883
4740	16852	197896
4741	1744	197899
4742	4845	197910
4743	8723	197912
4744	3744	197916
4745	21286	197919
4746	23527	197922
4747	14225	197929
4748	12960	19793
4749	20729	197948
4750	17677	197961
4751	17821	197983
4752	4483	197985
4753	11826	197994
4755	11007	198029
4756	20506	198031
4758	21123	198045
4759	19841	198051
4760	9343	198055
4761	6041	198056
4762	7644	198064
4763	2275	198066
4764	15041	198095
4765	5355	19810
4766	9744	198110
4767	564	198112
4768	13091	198115
4769	1333	198126
4770	2097	198132
4771	16309	198137
4772	7729	198153
4773	8014	198155
4774	8023	198162
4775	13350	198165
4776	14577	198169
4777	24133	198172
4778	22316	19818
4779	5671	198188
4780	14566	198190
4781	12097	198207
4782	8782	198239
4783	3499	198255
4784	13739	198274
4785	16625	198279
4786	397	198291
4787	14566	198297
4788	9427	198303
4789	2434	198309
4790	2382	198310
4791	17687	198313
4792	4565	198322
4793	11792	198323
4794	22376	198326
4795	18276	198337
4796	3096	198346
4797	22564	198360
4798	23569	198364
4799	23569	198365
4800	2638	198369
4801	11987	198371
4802	23412	198383
4804	21780	198415
4805	23269	198425
4806	4148	198438
4807	18086	198444
4808	7109	198448
4809	21023	198468
4810	18145	198471
4811	21957	198472
4812	20688	198473
4813	17602	198475
4814	19039	198486
4815	9093	198492
4816	15538	198495
4817	12349	198505
4818	1920	198507
4819	13098	198508
4820	14631	198510
4821	1477	198527
4822	3608	198532
4823	115	198540
4824	2987	198546
4825	19386	198548
4826	16052	198551
4827	16458	198565
4828	9700	198572
4829	18098	198574
4830	22777	198578
4831	6844	198587
4832	21554	198594
4833	21689	198595
4834	2492	198598
4835	6941	198599
4836	7251	198604
4837	6980	198608
4838	23521	198624
4839	3704	198625
4840	2073	198626
4841	13569	198627
4842	15881	198645
4843	13386	198649
4844	12275	198651
4845	8840	198653
4846	23448	198655
4847	16936	198657
4848	8540	198665
4849	23270	198672
4850	19031	198681
4851	6295	198682
4852	23839	198687
4853	427	198691
4854	14598	198692
4855	6233	198707
4856	17567	198710
4857	16012	198713
4858	5782	198716
4860	21337	198729
4862	18535	198738
4863	22750	198740
4864	8331	198744
4865	13028	198747
4866	14087	198751
4867	4525	198758
4869	17959	198778
4870	14621	198780
4871	3173	198781
4872	803	198782
4874	21155	198797
4875	19646	198799
4876	11358	198800
4877	10659	198818
4878	16650	198819
4879	17815	198823
4880	15743	198843
4881	13670	198852
4882	10956	198868
4883	20701	198880
4884	910	198936
4885	1410	198959
4886	7830	198962
4887	7293	198964
4888	20384	198968
4889	250	199020
4890	5733	199024
4891	3059	199025
4892	1618	199029
4893	18533	199032
4894	15829	199034
4895	5946	199036
4896	18335	199045
4897	13270	199050
4898	12352	199052
4899	8429	199054
4900	11047	199065
4901	7775	199075
4902	2904	199086
4903	1270	199087
4904	14339	199106
4905	18599	199107
4906	14669	199109
4907	4852	199114
4908	21401	199124
4909	14238	199142
4910	21347	199161
4911	18101	199163
4912	12877	199164
4915	11646	199178
4916	19308	199179
4917	11790	199199
4918	17080	199201
4919	15083	199203
4920	19496	199210
4921	17254	199211
4922	3442	199238
4923	13881	199241
4924	14402	199243
4925	6926	199244
4927	18731	199251
4928	9680	199252
4929	12315	199286
4930	19966	199292
4932	19672	199309
4933	9349	199334
4934	15966	199346
4935	6900	199361
4936	18024	199366
4937	20988	199382
4938	20962	199386
4939	20440	199394
4940	19413	199401
4941	15753	199419
4942	12472	199422
4943	12995	199423
4944	6850	199428
4946	14858	199433
4947	10011	199436
4948	4658	199442
4949	23543	199444
4950	16217	199445
4951	3629	199448
4952	21400	199454
4953	7677	199462
4954	11669	199466
4955	9298	199469
4956	20429	199473
4957	6200	199480
4958	16036	199486
4959	8155	199491
4960	5782	199496
4961	21082	199506
4962	6364	199507
4963	1492	19951
4964	22367	199513
4965	21891	199542
4966	386	199544
4967	11378	199565
4968	5206	199569
4969	3687	199581
4970	18154	199586
4972	7565	199595
4973	5692	199596
4974	7814	199600
4975	24136	199606
4976	6167	199608
4977	8097	199610
4978	2750	199620
4979	5724	199631
4980	9432	199635
4981	1708	199650
4982	22831	199660
4983	20769	199674
4984	23103	199678
4985	14801	199683
4986	17187	199685
4987	11786	199701
4990	24078	199728
4992	8038	19973
4993	23091	199734
4994	23504	199735
4996	4357	19975
4997	14450	199756
4998	23392	199765
4999	23946	199767
5000	3567	199779
5001	8575	199783
5002	537	199804
5003	212	199808
5004	20385	199822
5005	1423	199827
5006	9130	199831
5007	3682	199835
5008	211	199836
5009	15836	199854
5010	22554	199867
5011	11792	199888
5012	2316	199891
5013	3814	199892
5014	5370	199893
5015	3689	199921
5016	15700	199939
5017	22727	199946
5018	19595	199947
5019	15414	199950
5021	23452	199990
5022	19773	199991
5023	19961	200004
5024	10602	200007
5025	4463	200012
5026	16293	200037
5027	23477	200052
5028	20002	200072
5029	23505	200086
5030	9502	200091
5031	122	20010
5033	7510	200103
5034	24223	200106
5035	10847	200120
5036	8378	200122
5037	19673	200125
5038	10244	200135
5039	3770	200140
5040	8371	200142
5042	4854	200155
5044	21460	200169
5045	22646	200175
5046	3966	200178
5047	5185	200180
5048	823	200181
5049	17914	200190
5050	23327	200200
5052	15304	200206
5056	1560	200222
5057	23878	200230
5059	17218	200247
5060	3966	200249
5061	4462	200251
5062	24055	200260
5063	14694	200261
5064	16074	200279
5065	8435	200281
5066	1157	200285
5067	20692	200286
5068	4087	200294
5069	18654	200298
5070	23063	200304
5072	8121	200315
5073	5456	200321
5074	11203	200324
5075	19294	200325
5076	9313	200336
5077	21914	200338
5078	22493	200341
5079	9899	200347
5080	8389	200348
5081	8324	200349
5082	16647	200350
5083	12976	200352
5084	5517	200354
5085	13195	200362
5086	4434	200363
5087	4607	200374
5088	12221	200377
5089	3149	200384
5092	4400	200405
5093	8594	200416
5094	21651	200418
5095	13102	200438
5096	19142	200443
5097	6986	200446
5098	8461	200447
5099	4319	200456
5100	23455	200463
5101	7771	200464
5102	21239	200466
5103	14554	200469
5104	12493	200477
5105	821	200478
5106	9760	200486
5107	21584	200501
5108	20747	200505
5109	22963	200506
5110	9813	200508
5112	11149	200517
5113	6709	200537
5114	10076	200542
5115	5764	200549
5116	17565	200551
5117	7788	200552
5120	23967	200569
5121	19314	200570
5122	10560	200571
5123	1706	200574
5124	22107	200577
5126	18349	200589
5127	7225	200602
5128	5338	200604
5130	6376	200610
5131	21497	200613
5132	21096	200615
5133	11391	200639
5134	12531	200641
5136	19917	200650
5137	16698	200655
5138	15376	200656
5140	19603	200678
5141	20470	200686
5142	22939	200694
5143	5187	200700
5144	2195	200707
5145	16104	200709
5146	15497	200713
5147	10206	200715
5148	12737	200717
5151	24099	200726
5152	16388	200734
5153	22806	200738
5154	24306	200740
5155	21554	200753
5156	23939	200754
5157	22676	200755
5158	11590	200757
5159	18815	200759
5160	19502	200763
5161	15530	200765
5162	21240	200769
5163	21442	200771
5164	17001	200772
5165	24009	200775
5166	15426	200777
5167	20817	200785
5168	12553	200787
5169	2121	200795
5170	19319	200796
5171	7534	200797
5172	13553	200799
5173	22207	200803
5174	22740	200816
5175	901	200818
5176	16282	200830
5177	24296	200836
5178	14055	200845
5179	10489	200849
5180	10366	200852
5181	16282	200858
5182	11222	200860
5183	7099	200867
5184	804	200868
5185	2565	200869
5186	17294	200871
5187	12399	200874
5188	11011	200875
5189	19459	200876
5190	3058	200882
5191	16282	200886
5192	3354	200893
5193	1877	200894
5195	4005	200898
5196	9172	200906
5198	7534	200910
5199	8625	200914
5200	21593	200916
5201	22516	200917
5202	7116	200919
5203	21869	200921
5204	13282	200931
5205	15604	200934
5206	15825	200935
5207	4294	200948
5208	15332	200951
5209	551	200969
5210	3738	200973
5211	1767	200979
5212	16304	200986
5213	14005	200987
5214	12384	200988
5215	22630	200989
5216	23491	200994
5217	13579	200996
5218	4247	201000
5219	12384	201007
5220	502	201027
5221	6913	201028
5222	19137	201029
5223	16329	201030
5224	8345	201032
5225	17683	201038
5226	3697	201042
5227	9252	201043
5228	5750	201044
5229	13621	201048
5230	23455	201051
5231	16446	201056
5232	13998	201062
5234	6930	201066
5235	7569	201069
5236	9166	201078
5237	12041	201088
5238	1354	201099
5239	11066	201108
5241	24054	201121
5242	1357	201143
5243	20465	201144
5244	21318	201149
5245	5349	201151
5246	11544	201162
5247	13880	201163
5248	18078	201164
5249	23781	201169
5251	13880	201173
5252	4341	201185
5253	13663	201187
5254	23338	201189
5256	3324	201200
5257	24210	201203
5258	13845	201206
5260	5743	201212
5261	19942	201216
5262	13805	201217
5263	18777	201221
5264	16097	201231
5265	14536	201241
5266	2841	201245
5267	2217	201251
5268	20840	201254
5269	5429	201255
5270	1957	201264
5271	12541	201265
5272	16985	201275
5273	13476	201293
5274	9427	201294
5275	12085	201296
5276	23702	201307
5277	8468	201314
5279	9232	201335
5280	10260	201340
5281	14766	201343
5282	16846	201347
5283	23319	201348
5284	12537	201350
5285	6216	201351
5286	22623	201352
5288	4517	201370
5289	14459	201371
5290	14212	201399
5292	20302	201429
5293	12269	201430
5294	15087	201442
5295	9728	201455
5296	9061	201459
