Ref,NUM_ACCTS,Deposit_Count,Deposit_Balance,Loan_Count,Loan_Balance,Nmc_count,Nmc_balance,Revenue,New,Yr10P,Tenure,Dormant,BillPay,DirectDeposit,Current,Gone,Total_Check,Total_MoneyMarket,Total_Savings,Total_CD,Total_Retirement,Total_Loan,Total_Equity,Total_AutoLoan,Total_Mortgage,Bal_Check,Bal_MoneyMarket,Bal_Savings,Bal_CD,Bal_Retirement,Bal_Loan,Bal_Equity,Bal_AutoLoan,Bal_Mortgage
2839,4,3,179.251,1,0.809,1,0.809,4.399,0,1,36,0,0,1,1,0,1,0,2,0,0,0,0,1,0,68.237,0.000,111.014,0,0.000,0.000,0.000,0.809,0.000
2840,2,2,11.955,0,0.000,0,0.000,0.379,0,1,30,0,0,1,1,0,1,0,1,0,0,0,0,0,0,9.059,0.000,2.896,0,0.000,0.000,0.000,0.000,0.000
2841,6,5,6.334,1,2.510,1,2.510,0.357,0,1,15,0,1,1,1,0,2,0,3,0,0,0,0,1,0,2.429,0.000,3.906,0,0.000,0.000,0.000,2.510,0.000
2842,2,2,45.058,0,0.000,0,0.000,1.027,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.000,0.000,45.058,0,0.000,0.000,0.000,0.000,0.000
2843,1,1,0.007,0,0.000,0,0.000,0.000,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.007,0,0.000,0.000,0.000,0.000,0.000
2844,2,2,3.554,0,0.000,0,0.000,0.180,0,0,10,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3.529,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2845,2,1,0.100,1,6.398,1,6.398,0.199,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.100,0,0.000,6.398,0.000,0.000,0.000
2846,4,4,1.969,0,0.000,0,0.000,0.241,0,1,35,0,1,1,1,0,2,0,2,0,0,0,0,0,0,1.853,0.000,0.116,0,0.000,0.000,0.000,0.000,0.000
2847,2,1,0.025,1,0.557,1,0.557,0.006,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.557,0.000
2848,5,3,0.069,2,22.100,2,22.100,0.191,0,0,8,0,0,1,1,0,1,0,2,0,0,0,0,2,0,0.019,0.000,0.050,0,0.000,0.000,0.000,22.100,0.000
2849,3,2,0.033,1,18.504,1,18.504,0.176,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.008,0.000,0.025,0,0.000,0.000,0.000,18.504,0.000
2850,1,1,1.568,0,0.000,0,0.000,0.038,0,0,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,1.568,0,0.000,0.000,0.000,0.000,0.000
2851,2,2,0.222,0,0.000,0,0.000,0.102,0,0,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.185,0.000,0.037,0,0.000,0.000,0.000,0.000,0.000
2852,2,2,60.726,0,0.000,0,0.000,1.573,0,0,8,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5.652,0.000,55.074,0,0.000,0.000,0.000,0.000,0.000
2853,2,2,22.512,0,0.000,0,0.000,0.622,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,22.487,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2854,1,1,0.173,0,0.000,0,0.000,0.004,0,1,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.173,0,0.000,0.000,0.000,0.000,0.000
2855,1,1,0.010,0,0.000,0,0.000,0.000,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.010,0,0.000,0.000,0.000,0.000,0.000
2856,8,8,59.930,0,0.000,0,0.000,1.727,0,1,28,0,0,1,1,0,2,0,5,0,1,0,0,0,0,17.655,0.000,35.676,0,6.599,0.000,0.000,0.000,0.000
2857,1,1,0.099,0,0.000,0,0.000,0.002,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.099,0,0.000,0.000,0.000,0.000,0.000
2858,2,2,3.395,0,0.000,0,0.000,0.178,0,0,8,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2.349,0.000,1.047,0,0.000,0.000,0.000,0.000,0.000
2859,2,1,0.025,1,1.875,1,1.875,0.049,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,1.875,0.000
2860,1,1,0.000,0,0.000,0,0.000,0.097,0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
2861,1,1,0.011,0,0.000,0,0.000,0.000,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.011,0,0.000,0.000,0.000,0.000,0.000
2862,2,2,0.025,0,0.000,0,0.000,0.000,0,1,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2863,2,1,0.025,1,1.320,1,1.320,0.013,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,1.320,0.000
2864,2,2,0.763,0,0.000,0,0.000,0.115,0,0,8,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.738,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2865,2,1,0.025,1,20.659,1,20.659,0.189,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,20.659,0.000
2866,3,3,30.423,0,0.000,0,0.000,0.837,0,1,38,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2.041,0.000,28.382,0,0.000,0.000,0.000,0.000,0.000
2867,1,1,0.025,0,0.000,0,0.000,0.001,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2868,2,2,0.040,0,0.000,0,0.000,0.098,0,0,7,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.007,0.000,0.033,0,0.000,0.000,0.000,0.000,0.000
2869,1,1,0.000,0,0.000,0,0.000,0.000,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
2870,2,1,0.025,1,5.640,1,5.640,0.024,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,5.640,0.000
2871,1,1,0.165,0,0.000,0,0.000,0.004,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.165,0,0.000,0.000,0.000,0.000,0.000
2872,1,1,0.007,0,0.000,0,0.000,0.000,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.007,0,0.000,0.000,0.000,0.000,0.000
2873,2,2,74.338,0,0.000,0,0.000,2.114,0,1,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.000,0.000,34.258,40.079,0.000,0.000,0.000,0.000,0.000
2874,2,2,7.897,0,0.000,0,0.000,0.293,0,1,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.000,0.000,0.025,7.872,0.000,0.000,0.000,0.000,0.000
2875,4,2,2.244,2,88.920,2,88.920,0.523,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,2,0,1.819,0.000,0.425,0,0.000,0.000,0.000,88.920,0.000
2876,2,2,0.230,0,0.000,0,0.000,0.103,0,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.205,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2877,2,2,3.436,0,0.000,0,0.000,0.180,0,1,34,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1.355,0.000,2.081,0,0.000,0.000,0.000,0.000,0.000
2878,7,6,14.270,1,6.635,1,6.635,0.586,0,0,8,0,0,0,0,0,2,0,4,0,0,0,0,1,0,11.152,0.000,3.118,0,0.000,0.000,0.000,6.635,0.000
2879,2,1,0.025,1,20.360,1,20.360,0.086,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,20.360,0.000
2880,2,2,2.387,0,0.000,0,0.000,0.155,0,1,12,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.000,0.000,2.387,0,0.000,0.000,0.000,0.000,0.000
2881,2,1,0.348,1,23.804,1,23.804,0.108,0,0,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.348,0,0.000,0.000,0.000,23.804,0.000
2882,2,1,0.025,1,2.514,1,2.514,0.072,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,2.514,0.000
2883,1,1,0.005,0,0.000,0,0.000,0.000,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.005,0,0.000,0.000,0.000,0.000,0.000
2884,2,2,0.025,0,0.000,0,0.000,0.098,0,0,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2885,2,2,0.933,0,0.000,0,0.000,0.119,0,0,10,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.908,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2886,3,3,18.494,0,0.000,0,0.000,0.555,0,1,14,0,0,1,1,0,1,0,1,1,0,0,0,0,0,7.846,0.000,8.614,2.034,0.000,0.000,0.000,0.000,0.000
2887,6,5,7.736,1,5.114,1,5.114,0.397,0,1,40,0,0,1,1,0,2,0,3,0,0,0,0,1,0,7.486,0.000,0.249,0,0.000,0.000,0.000,5.114,0.000
2888,2,2,21.995,0,0.000,0,0.000,0.621,0,1,38,0,0,1,1,0,1,0,1,0,0,0,0,0,0,11.910,0.000,10.085,0,0.000,0.000,0.000,0.000,0.000
2889,2,2,113.392,0,0.000,0,0.000,2.761,0,0,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,93.617,0.000,19.774,0,0.000,0.000,0.000,0.000,0.000
2890,6,5,12.152,1,0.047,1,0.047,0.484,0,1,11,0,1,1,1,0,2,0,3,0,0,0,0,1,0,6.563,0.000,5.589,0,0.000,0.000,0.000,0.047,0.000
2891,2,1,0.025,1,1.404,1,1.404,0.089,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,1.404,0.000
2892,4,3,1.625,1,0.652,1,0.652,0.152,0,0,10,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1.475,0.000,0.150,0,0.000,0.000,0.000,0.652,0.000
2893,1,1,0.000,0,0.000,0,0.000,0.000,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
2894,1,1,0.070,0,0.000,0,0.000,0.002,0,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.070,0,0.000,0.000,0.000,0.000,0.000
2895,2,1,0.025,1,20.155,1,20.155,0.085,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,20.155,0.000
2896,1,1,0.010,0,0.000,0,0.000,0.000,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.010,0,0.000,0.000,0.000,0.000,0.000
2897,2,2,-0.573,0,0.000,0,0.000,0.084,0,0,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,-0.598,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2898,2,1,0.025,1,14.297,1,14.297,0.900,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,14.297,0.000
2899,2,2,10.103,0,0.000,0,0.000,0.333,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,10.078,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2900,2,2,0.093,0,0.000,0,0.000,0.099,0,0,5,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.068,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2901,1,1,0.015,0,0.000,0,0.000,0.000,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.015,0,0.000,0.000,0.000,0.000,0.000
2902,2,1,0.100,1,27.687,1,27.687,0.119,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.100,0,0.000,0.000,0.000,27.687,0.000
2903,4,2,0.050,2,9.571,2,9.571,0.089,0,0,9,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0.000,0.000,0.050,0,0.000,0.000,0.000,9.571,0.000
2904,1,1,0.025,0,0.000,0,0.000,0.001,0,1,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2905,2,2,0.994,0,0.000,0,0.000,0.120,0,1,13,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.969,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2906,3,2,0.089,1,7.855,1,7.855,0.035,0,0,7,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0.000,0.000,0.089,0,0.000,0.000,0.000,7.855,0.000
2907,2,1,0.025,1,7.196,1,7.196,0.066,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,7.196,0.000
2908,2,2,0.080,0,0.000,0,0.000,0.099,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.015,0.000,0.065,0,0.000,0.000,0.000,0.000,0.000
2909,4,4,26.610,0,0.000,0,0.000,0.814,0,1,35,0,0,1,1,0,1,0,2,1,0,0,0,0,0,6.548,0.000,10.073,9.989,0.000,0.000,0.000,0.000,0.000
2910,2,2,0.739,0,0.000,0,0.000,0.114,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.711,0.000,0.028,0,0.000,0.000,0.000,0.000,0.000
2911,2,2,78.289,0,0.000,0,0.000,1.914,0,1,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,78.264,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2912,4,3,0.247,1,3.199,1,3.199,0.116,0,0,5,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0.007,0.000,0.240,0,0.000,0.000,0.000,3.199,0.000
2913,1,1,0.000,0,0.000,0,0.000,0.000,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
2914,2,1,0.025,1,4.724,1,4.724,0.391,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,4.724,0.000
2915,4,4,3.911,0,0.000,0,0.000,0.285,0,1,22,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3.861,0.000,0.050,0,0.000,0.000,0.000,0.000,0.000
2916,2,2,0.971,0,0.000,0,0.000,0.121,0,0,10,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.056,0.000,0.915,0,0.000,0.000,0.000,0.000,0.000
2917,6,5,2.737,1,13.898,1,13.898,0.221,0,1,22,0,1,1,1,0,1,0,4,0,0,0,0,1,0,0.556,0.000,2.181,0,0.000,0.000,0.000,13.898,0.000
2918,4,3,37.623,1,26.779,1,26.779,1.127,0,0,9,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0.595,0.000,37.028,0,0.000,0.000,0.000,26.779,0.000
2919,8,8,194.106,0,0.000,0,0.000,4.893,0,1,18,0,0,1,1,0,3,0,5,0,0,0,0,0,0,123.349,0.000,70.757,0,0.000,0.000,0.000,0.000,0.000
2920,2,2,0.362,0,0.000,0,0.000,0.106,0,0,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.337,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2921,4,2,0.817,2,39.650,2,39.650,0.283,0,0,9,0,1,1,1,0,1,0,1,0,0,0,0,2,0,0.792,0.000,0.025,0,0.000,0.000,0.000,39.650,0.000
2922,2,1,0.025,1,1.632,1,1.632,0.007,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,1.632,0.000
2923,3,2,0.600,1,30.728,1,30.728,0.240,0,1,12,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.575,0.000,0.025,0,0.000,0.000,0.000,30.728,0.000
2924,2,2,50.722,0,0.000,0,0.000,1.618,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.000,0.000,0.025,50.697,0.000,0.000,0.000,0.000,0.000
2925,4,2,0.075,2,34.247,2,34.247,0.145,0,0,6,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0.000,0.000,0.075,0,0.000,0.000,0.000,34.247,0.000
2926,2,2,0.809,0,0.000,0,0.000,0.117,0,1,13,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.308,0.000,0.501,0,0.000,0.000,0.000,0.000,0.000
2927,2,1,0.025,1,0.873,1,0.873,0.004,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.873,0.000
2928,3,2,4.379,1,2.720,1,2.720,0.216,0,0,6,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.000,0.000,4.379,0,0.000,0.000,0.000,2.720,0.000
2929,4,4,0.564,0,0.000,0,0.000,0.208,0,1,14,0,1,1,1,0,2,0,2,0,0,0,0,0,0,-0.411,0.000,0.975,0,0.000,0.000,0.000,0.000,0.000
2930,3,2,0.401,1,0.087,1,0.087,0.107,0,0,4,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.351,0.000,0.050,0,0.000,0.000,0.000,0.087,0.000
2931,2,1,0.025,1,8.856,1,8.856,0.038,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,8.856,0.000
2932,2,2,1.303,0,0.000,0,0.000,0.128,0,1,23,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.615,0.000,0.689,0,0.000,0.000,0.000,0.000,0.000
2933,3,1,0.025,2,52.214,2,52.214,0.220,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.000,0.000,0.025,0,0.000,0.000,0.000,52.214,0.000
2934,2,2,0.025,0,0.000,0,0.000,0.098,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2935,2,2,8.514,0,0.000,0,0.000,0.296,0,0,8,0,1,0,1,0,1,0,1,0,0,0,0,0,0,8.285,0.000,0.228,0,0.000,0.000,0.000,0.000,0.000
2936,1,1,0.244,0,0.000,0,0.000,0.006,0,1,13,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.244,0,0.000,0.000,0.000,0.000,0.000
2937,2,1,0.100,1,26.885,1,26.885,0.247,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.100,0,0.000,0.000,0.000,26.885,0.000
2938,2,2,2.932,0,0.000,0,0.000,0.168,0,0,5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.622,0.000,2.310,0,0.000,0.000,0.000,0.000,0.000
2939,1,1,0.123,0,0.000,0,0.000,0.003,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.123,0,0.000,0.000,0.000,0.000,0.000
2940,5,4,2.494,1,15.969,1,15.969,0.320,0,0,7,0,1,1,1,0,2,0,2,0,0,0,0,1,0,2.444,0.000,0.050,0,0.000,0.000,0.000,15.969,0.000
2941,1,1,0.014,0,0.000,0,0.000,0.000,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.014,0,0.000,0.000,0.000,0.000,0.000
2942,1,1,0.000,0,0.000,0,0.000,0.000,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
2943,2,2,0.662,0,0.000,0,0.000,0.113,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.637,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2944,4,4,30.882,0,0.000,0,0.000,0.932,0,0,10,0,1,1,1,0,2,0,2,0,0,0,0,0,0,14.750,0.000,16.131,0,0.000,0.000,0.000,0.000,0.000
2945,2,2,17.803,0,0.000,0,0.000,0.531,0,0,5,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.300,0.000,17.502,0,0.000,0.000,0.000,0.000,0.000
2946,2,1,0.100,1,6.482,1,6.482,0.061,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.100,0,0.000,0.000,0.000,6.482,0.000
2947,2,1,0.050,1,29.599,1,29.599,0.126,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.050,0,0.000,0.000,0.000,29.599,0.000
2948,7,4,0.171,3,22.308,3,22.308,0.873,0,0,8,0,0,0,1,0,1,0,3,0,0,0,0,3,0,0.001,0.000,0.170,0,0.000,0.000,0.000,22.308,0.000
2949,1,1,0.473,0,0.000,0,0.000,0.011,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.473,0,0.000,0.000,0.000,0.000,0.000
2950,5,4,1.859,1,6.070,1,6.070,0.340,0,0,10,0,1,1,1,0,2,0,2,0,0,0,0,1,0,1.809,0.000,0.050,0,0.000,0.000,0.000,6.070,0.000
2951,2,1,0.520,1,13.591,1,13.591,1.140,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.520,0,0.000,0.000,0.000,13.591,0.000
2952,2,1,0.025,1,7.186,1,7.186,0.031,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,7.186,0.000
2953,6,4,0.308,2,32.495,2,32.495,0.399,0,1,12,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0.023,0.000,0.285,0,0.000,0.000,0.000,32.495,0.000
2954,2,1,0.025,1,25.793,1,25.793,0.109,0,0,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,25.793,0.000
2955,1,0,0.000,1,0.000,1,0.000,0.000,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000
2956,2,2,0.109,0,0.000,0,0.000,0.002,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.000,0.000,0.109,0,0.000,0.000,0.000,0.000,0.000
2957,2,1,0.025,1,15.511,1,15.511,0.975,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,15.511,0.000
2958,2,2,0.130,0,0.000,0,0.000,0.100,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.105,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2959,1,1,0.012,0,0.000,0,0.000,0.000,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.012,0,0.000,0.000,0.000,0.000,0.000
2960,4,3,0.290,1,2.480,1,2.480,0.126,0,0,8,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0.000,0.000,0.290,0,0.000,0.000,0.000,2.480,0.000
2961,2,1,0.000,1,10.539,1,10.539,0.044,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0.000,10.539,0.000
2962,1,1,0.015,0,0.000,0,0.000,0.000,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.015,0,0.000,0.000,0.000,0.000,0.000
2963,2,1,0.025,1,34.458,1,34.458,0.145,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,34.458,0.000
2964,1,1,0.304,0,0.000,0,0.000,0.007,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.304,0,0.000,0.000,0.000,0.000,0.000
2965,2,1,0.025,1,3.750,1,3.750,0.035,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,3.750,0.000
2966,3,2,0.030,1,18.442,1,18.442,0.078,0,0,7,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0.000,0.000,0.030,0,0.000,0.000,0.000,18.442,0.000
2967,2,2,0.920,0,0.000,0,0.000,0.119,0,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.895,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2968,2,1,0.025,1,8.738,1,8.738,0.037,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,8.738,0.000
2969,2,2,11.668,0,0.000,0,0.000,0.374,0,1,12,0,1,1,1,0,1,0,1,0,0,0,0,0,0,7.637,0.000,4.031,0,0.000,0.000,0.000,0.000,0.000
2970,3,3,20.820,0,0.000,0,0.000,0.585,0,1,32,0,1,1,1,0,1,0,2,0,0,0,0,0,0,18.098,0.000,2.722,0,0.000,0.000,0.000,0.000,0.000
2971,1,1,2.124,0,0.000,0,0.000,0.049,0,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.000,0.000,2.124,0,0.000,0.000,0.000,0.000,0.000
2972,1,1,20.774,0,0.000,0,0.000,0.482,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,20.774,0,0.000,0.000,0.000,0.000,0.000
2973,3,3,8.818,0,0.000,0,0.000,0.311,0,1,28,0,1,1,1,0,1,0,2,0,0,0,0,0,0,1.106,0.000,7.712,0,0.000,0.000,0.000,0.000,0.000
2974,1,1,0.130,0,0.000,0,0.000,0.003,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.130,0,0.000,0.000,0.000,0.000,0.000
2975,2,2,0.409,0,0.000,0,0.000,0.107,0,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.384,0.000,0.025,0,0.000,0.000,0.000,0.000,0.000
2976,2,1,0.025,1,27.699,1,27.699,0.167,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,27.699,0.000
2977,2,2,0.737,0,0.000,0,0.000,0.115,0,0,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.552,0.000,0.185,0,0.000,0.000,0.000,0.000,0.000
2978,2,1,0.025,1,26.080,1,26.080,0.110,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,26.080,0.000
2979,2,1,0.025,1,20.179,1,20.179,0.340,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.025,0,0.000,0.000,0.000,20.179,0.000
2980,2,1,0.020,1,6.354,1,6.354,0.912,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.000,0.020,0,0.000,6.354,0.000,0.000,0.000
2981,2,1,0.325,1,16.015,1,16.015,0.421,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.000,0.000,0.325,0,0.000,0.000,0.000,16.015,0.000
2982,2,2,8.061,0,0.000,0,0.000,0.188,0,1,33,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.000,0.000,8.061,0,0.000,0.000,0.000,0.000,0.000
